@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute MeanAttributeEntropy numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NoiseToSignalRatio numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute DecisionStumpKappa numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute NumberOfMissingValues numeric
@attribute J48.001.ErrRate numeric
@attribute HoeffdingAdwin.changes numeric
@attribute PercentageOfNumericFeatures numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute NaiveBayesErrRate numeric
@attribute MinMutualInformation numeric
@attribute MajorityClassPercentage numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute J48.00001.ErrRate numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute PercentageOfMissingValues numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute EquivalentNumberOfAtts numeric
@attribute DecisionStumpErrRate numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute Quartile3AttributeEntropy numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MinorityClassPerentage numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute REPTreeDepth3AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute Quartile1AttributeEntropy numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute REPTreeDepth1Kappa numeric
@attribute Dimensionality numeric
@attribute REPTreeDepth2AUC numeric
@attribute MinAttributeEntropy numeric
@attribute NaiveBayesDdm.changes numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinorityClassSize numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute MajorityClassSize numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute MaxAttributeEntropy numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute HoeffdingDDM.changes numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute NaiveBayesKappa numeric
@attribute HoeffdingDDM.warnings numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute NumberOfInstances numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.001.AUC numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute J48.0001.AUC numeric
@attribute RandomTreeDepth3AUC numeric
@attribute MeanMutualInformation numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth2AUC numeric
@attribute MinMeansOfNumericAtts numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute NumberOfFeatures numeric
@attribute NaiveBayesAUC numeric
@attribute DefaultAccuracy numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute MaxMutualInformation numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute RandomTreeDepth1AUC numeric
@attribute J48.0001.Kappa numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute REPTreeDepth2Kappa numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute J48.00001.AUC numeric
@attribute Quartile2MutualInformation numeric
@attribute J48.001.Kappa numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute NumberOfClasses numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute ClassEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute J48.0001.ErrRate numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute REPTreeDepth3Kappa numeric
@attribute DecisionStumpAUC numeric

@data
1713,1,-1,0,?,76,0,0.106111,2.279779,0,0.282,4,98.701299,0.980213,0,0.2465,?,10,1,0.282,-1,0,-1.816523,446.006637,?,0.8045,0.357,7947.066342,4,?,14.392763,10,0.686667,0.2845,1.133122,0.926123,0.357,?,133.897037,35.857185,0.683889,0.0385,0.926123,?,9,-1,200,?,-0.116568,20.541728,?,0.492043,200,0.2845,?,0.603333,9,8.256715,0.726111,4,10.064494,-1,0.2845,13207.129353,2000,0.603333,0.859422,21.16622,0.859422,0.801667,?,0.357,0.801667,-23.499115,0,77,0.962638,0.1,8,69.869565,0.926123,?,0,0.801667,0.686667,3.255423,0.603333,2.850633,0.683889,24.643478,0.859422,?,0.686667,0,10,-1,3.321928,-0.092072,?,-21.16622,1.298701,0.282,0,0.683889,0.72435
1714,1,-1,0,?,9,1,0.810753,2.279779,16,0.055794,0,90,0.985598,0,0.040057,?,65.522175,1,0.055794,-1,0.228898,-1.816523,446.006637,?,0.088698,0.044349,7947.066342,0,?,14.253657,34.477825,0.876874,0.055794,1.106967,0.95278,0.044349,?,132.468819,35.495589,0.875655,0.014306,0.95278,?,0,-1,241,?,-0.113635,19.512309,?,0.514048,458,0.055794,?,0.901745,0,8.03895,0.912545,0,10.064494,-1,0.055794,13207.129353,699,0.901745,0.92696,21.16622,0.92696,0.95169,?,0.044349,0.95169,-23.499115,10,10,0.988308,0.655222,0,69.869565,0.95278,?,0,0.95169,0.876874,3.152718,0.901745,2.817039,0.875655,24.643478,0.92696,?,0.876874,2.288984,2,-1,0.929318,-0.091308,?,-21.16622,10,0.055794,16,0.875655,0.924908
1715,1,-1,0,?,64,0,0.106111,2.247096,0,0.21,1,98.461538,0.914255,0,0.068,?,10,1,0.21,-1,0,-1.816523,446.006637,?,0.8045,0.306,7947.066342,1,?,13.222761,10,0.766667,0.2055,0.708965,0.922777,0.306,?,122.925343,33.092495,0.771667,0.0325,0.922777,?,9,-1,200,?,-0.111907,19.512309,?,0.416512,200,0.2055,?,0.66,9,7.973429,0.924444,4,8.969189,-1,0.2055,13207.129353,2000,0.66,0.889649,21.16622,0.889649,0.83,?,0.306,0.83,-23.499115,0,65,0.995631,0.1,8,69.869565,0.922777,?,0,0.83,0.766667,0.541538,0.66,2.149896,0.771667,22.474159,0.889649,?,0.766667,0,10,-1,3.321928,-0.111292,?,-21.16622,1.538462,0.21,0,0.771667,0.693667
1717,1,-1,0,?,6,0,0.109444,2.179841,0,0.2955,4,85.714286,0.911793,0,0.2995,?,10,1,0.2955,-1,0,-1.816523,446.006637,?,0.8015,0.3345,7947.066342,3,?,13.090468,10,0.671667,0.2935,0.708965,0.944248,0.3345,?,132.607844,37.856827,0.673889,0.0035,0.944248,?,8,-1,200,?,-0.108857,19.512309,?,0.418303,200,0.2935,?,0.628333,9,7.973429,0.667222,4,8.901435,-1,0.2935,13207.129353,2000,0.628333,0.911341,21.16622,0.911341,0.816728,?,0.3345,0.816728,-23.499115,0,7,0.951213,0.1,7,69.869565,0.944248,?,0,0.816728,0.671667,0.547235,0.628333,2.101687,0.673889,22.32,0.911341,?,0.671667,0,10,-1,3.321928,-0.124073,?,-21.16622,14.285714,0.2955,0,0.673889,0.76125
1719,1,1.78397,0,4.125954,0,0,0.103889,0,0,0.247,1,0,0,0,0.07,0.04049,10,241,0.247,7,0,0,0,9.545034,0.8065,0.409,0,1,1.961441,0,10,0.725556,0.293,0,0.886532,0.409,1.627975,0,0,0.674444,0.1205,0.886532,0.53446,9,5,200,1.788577,0,0,0.266663,0,200,0.293,2.485861,0.545556,9,0,0.922222,0,0,6.866667,0.293,0,2000,0.545556,0.890383,0,0.890383,0.799561,0.348027,0.409,0.799561,0,0,241,0.99481,0.1,0,0,0.886532,0.697254,0,0.799561,0.725556,0,0.545556,0,0.674444,0,0.890383,0.3522,0.725556,0,10,0.49149,3.321928,0,0.416425,0,100,0.247,0,0.674444,0.722093
1720,1,1.792481,0,14.666395,0,0,0,0,0,0.130787,6,0,0,0,0.152199,0.004486,70.023148,7,0.130787,4,0,0,0,10.538249,0.299769,0.17419,0,6,2,0,3.761574,0.712433,0.150463,0,0.96397,0.17419,1.584963,0,0,0.673979,0.004051,0.96397,1.584963,3,3,65,1.792481,0,0,0.023628,0,1210,0.150463,2,0.606667,3,0,0.646767,6,0,3.5,0.150463,0,1728,0.606667,0.967407,0,0.967407,0.884201,0.114416,0.17419,0.884201,0,0,7,0.970962,0.700231,6,0,0.96397,0.262184,0,0.884201,0.712433,0,0.606667,0,0.673979,0,0.967407,0.085076,0.712433,0,4,0.547723,1.205741,0,0.230293,0,100,0.130787,0,0.673979,0.721622
1721,1,-1,0,?,47,0,0.104444,1.792521,0,0.3195,3,97.916667,0.905731,0,0.2705,?,10,1,0.3195,-1,0,-1.816523,446.006637,?,0.806,0.3965,7947.066342,3,?,12.474998,10,0.645,0.3295,0.708965,0.895877,0.3965,?,130.418589,37.969777,0.633889,0.024,0.895877,?,9,-1,200,?,-0.08714,20.0338,?,0.448756,200,0.3295,?,0.559444,9,7.973429,0.699444,4,9.998262,-1,0.3295,13207.129353,2000,0.559444,0.860923,21.16622,0.860923,0.779722,?,0.3965,0.779722,-23.499115,0,48,0.959027,0.1,6,69.869565,0.895877,?,0,0.779722,0.645,0.772383,0.559444,2.149896,0.633889,23.603854,0.860923,?,0.645,0,10,-1,3.321928,-0.134319,?,-21.16622,2.083333,0.3195,0,0.633889,0.68062
1722,1,1.220812,0,41.259372,2,3,0,1.791953,0,0.504413,7,20,0.905247,0,0.506449,0.002582,42.701969,8,0.504413,4,0,-1.816523,446.006637,53.274885,0.57298,0.520706,7947.066342,8,1.757839,12.449228,22.606925,0.218164,0.488119,0.708965,0.671988,0.520706,0.608224,130.180706,37.900693,0.245007,0.006789,0.671988,0.380672,5,2,333,1.447989,-0.085538,19.686139,0.009821,0.448756,629,0.488119,1.866755,0.193424,5,7.973429,0.233605,2,9.818469,3.142857,0.488119,13207.129353,1473,0.193424,0.652016,21.16622,0.652016,0.601289,0.028889,0.520706,0.601289,-23.499115,30,10,0.679801,0.42702,2,69.869565,0.671988,0.070906,0,0.601289,0.218164,0.777325,0.193424,2.159282,0.245007,23.603854,0.652016,0.030474,0.218164,0,3,1.069045,1.539035,-0.135194,0.040139,-21.16622,80,0.504413,0,0.245007,0.555295
1723,1,1.409255,0,6.108306,0,5,0.774576,0,2480,0,10,0,0,0,0.048991,0,51.797144,23,0,12,1.327254,0,0,5.039314,0.113245,0.000492,0,6,2.053355,0,48.202856,1,0.000369,0,0.999999,0.000492,0.828662,0,0,0.999261,0.002831,0.999999,-0,6,2,3916,1.467128,0,0,0.034185,0,4208,0.000369,3.030433,0.999014,4,0,0.901597,16,0,5.681818,0.000369,0,8124,0.999014,1,0,1,0.999525,0.198255,0.000492,0.999525,0,21.73913,23,0.997623,0.517971,11,0,0.999999,0.906075,0,0.999525,1,0,0.999014,0,0.999261,0,1,0.174607,1,30.526834,2,3.029794,0.999068,0,0.275102,0,100,0,2480,0.999261,0.889494
1727,1,-1,0,?,64,0,0.108955,1.47455,0,0.120285,34,98.461538,3.078368,0,0.090569,?,10.177936,1,0.120285,-1,0,-1.646364,2804.500712,?,0.801779,0.161388,124.192494,32,?,83.879727,9.857651,0.866346,0.143238,0.438219,0.956425,0.161388,?,39.325885,18.398115,0.840839,0.011566,0.956425,?,0,-1,554,?,0.023792,20.310738,?,0.730677,572,0.143238,?,0.82068,0,2.240117,0.899368,0,5.661582,-1,0.143238,508.902572,5620,0.82068,0.942167,52.976418,0.942167,0.910335,?,0.161388,0.910335,0,0,65,0.984088,0.101779,0,39.224142,0.956425,?,0,0.910335,0.866346,2.090302,0.82068,1.928264,0.840839,8.257295,0.942167,?,0.866346,0,10,-1,3.321833,-0.852805,?,-1.302529,1.538462,0.120285,0,0.840839,0.685479
1728,1,1.253764,0,12.897923,6,5,0.711618,1.512992,67,0.16087,0,37.5,3.139405,0,0.215942,0.000603,55.507246,10,0.16087,14,0.606884,-1.646364,2804.500712,10.987755,0.144928,0.249275,5210.102598,0,1.39388,82.304401,44.492754,0.673994,0.144928,0.579264,0.885777,0.249275,0.816201,47.008292,58.845949,0.710515,0.023188,0.885777,0.50104,4,2,307,0.984795,0.03658,22.874325,0.005379,0.796341,383,0.144928,3.49644,0.49105,6,2.565868,0.549265,9,5.661582,4.555556,0.144928,1017.385507,690,0.49105,0.892857,52.976418,0.892857,0.767221,0.090212,0.249275,0.767221,0,31.25,16,0.894012,0.555072,3,40.214143,0.885777,0.425709,0,0.767221,0.673994,2.137722,0.49105,2.003901,0.710515,8.257295,0.892857,0.029603,0.673994,5.362319,2,4.186619,0.991231,-0.822604,0.132723,-1.302529,62.5,0.16087,37,0.710515,0.859038
1730,1,1.433893,0,69.927499,7,3,0,1.769831,0,0.279,0,33.333333,3.815896,0,0.248,0.000964,70,14,0.279,11,0,-1.646364,4811.60739,43.593036,0.3,0.298,5210.102598,0,1.874912,116.955207,30,0.244312,0.269,0.799161,0.700293,0.298,0.908978,81.266548,128.111411,0.222543,0.021,0.700293,0.228364,0,2,300,1.532104,0.099559,27.99362,0.00531,0.946805,700,0.269,2.666678,0.278101,0,3.40667,0.37247,4,5.80224,4.307692,0.269,3271.258,1000,0.278101,0.661748,67.400767,0.661748,0.658024,0.020216,0.298,0.658024,0,14.285714,21,0.786048,0.7,6,45.656798,0.700293,0.094739,0,0.658024,0.244312,2.159143,0.278101,1.927664,0.222543,8.784253,0.661748,0.012753,0.244312,0,2,2.287087,0.881291,-0.756924,0.026504,-1.302529,66.666667,0.279,0,0.222543,0.664762
1731,1,-1,0,?,16,0,0.111762,1.556766,0,0.044396,42,94.117647,3.43979,0,0.142558,?,10.407569,1,0.044396,-1,0,-1.685692,4811.60739,?,0.795852,0.05413,5210.102598,30,?,105.496008,9.597889,0.950662,0.067777,0.581244,0.986383,0.05413,?,78.285523,118.51754,0.924677,0.001547,0.986383,?,1,-1,1055,?,0.020426,32.329708,?,0.792702,1144,0.067777,?,0.939841,0,2.937533,0.841573,2,5.973722,-1,0.067777,3271.258,10992,0.939841,0.981775,67.400767,0.981775,0.969898,?,0.05413,0.969898,0,0,17,0.979688,0.104076,23,54.050758,0.986383,?,0,0.969898,0.950662,2.421598,0.939841,2.592514,0.924677,9.719128,0.981775,?,0.950662,0,10,-1,3.320772,-0.841929,?,-1.490912,5.882353,0.044396,0,0.924677,0.717337
1735,1,-1,0,?,19,0,0.165152,1.569887,0,0.046753,1,95,3.194587,0,0.197403,?,14.285714,1,0.046753,-1,0,-1.749179,4811.60739,?,0.715584,0.055411,8728.998307,1,?,89.980794,14.285714,0.945455,0.069264,0.651476,0.978709,0.055411,?,261.995341,143.853791,0.919192,0.008658,0.978709,?,0,-1,330,?,0.034703,33.391726,?,0.819598,330,0.069264,?,0.935354,0,3.355416,0.769697,0,6.061412,-1,0.069264,37287.531481,2310,0.935354,0.976954,67.400767,0.976954,0.967677,?,0.055411,0.967677,-12.69086,0,20,0.970755,0.142857,0,51.008801,0.978709,?,0,0.967677,0.945455,2.367126,0.935354,2.347929,0.919192,9.76468,0.976954,?,0.945455,0,7,-1,2.807355,-0.743779,?,-1.941555,5,0.046753,0,0.919192,0.774948
1736,1,-1,0,?,8,1,0.391059,1.569887,0,0.276042,0,88.888889,3.092998,0,0.240885,?,65.104167,1,0.276042,-1,0,-1.749179,4811.60739,?,0.272135,0.307292,8728.998307,0,?,86.657413,34.895833,0.381774,0.282552,0.651476,0.762914,0.307292,?,253.728311,139.353979,0.351775,0.011719,0.762914,?,0,-1,268,?,0.034703,32.94264,?,0.819598,500,0.282552,?,0.327196,0,3.390183,0.458124,1,6.184046,-1,0.282552,37287.531481,768,0.327196,0.707437,67.400767,0.707437,0.664448,?,0.307292,0.664448,-12.69086,11.111111,9,0.808269,0.651042,1,51.497113,0.762914,?,0,0.664448,0.381774,2.394056,0.327196,2.470561,0.351775,10.403075,0.707437,?,0.381774,0,2,-1,0.933134,-0.677723,?,-1.941555,11.111111,0.276042,0,0.351775,0.711119
1740,1,0.965589,0,0.890288,0,16,0.194245,0,2337,0.121523,0,0,0,0,0.089312,0.046818,13.469985,36,0.121523,7,9.504636,0,0,7.508592,0.720351,0.185944,0,0,1.408326,0,1.171303,0.866337,0.265007,0,0.943608,0.185944,0.462933,0,0,0.705221,0.052709,0.943608,0.072625,4,2,8,0.915836,0,0,0.263699,0,92,0.265007,2.684939,0.796019,4,0,0.901965,6,0,2.857143,0.265007,0,683,0.796019,0.973905,0,0.973905,0.903596,0.510816,0.185944,0.903596,0,44.444444,36,0.992159,0.1347,6,0,0.943608,1.286925,0,0.903596,0.866337,0,0.796019,0,0.705221,0,0.973905,0.459967,0.866337,17.715959,19,1.088519,3.835508,0,0.718795,0,100,0.121523,121,0.705221,0.809963
1742,1,-1,0,?,57,1,0.549772,2.279779,0,0.084112,1,98.275862,1.773552,0,0.202347,?,60.595523,1,0.084112,-1,0,-1.816523,4811.60739,?,0.209302,0.104108,7947.066342,9,?,36.238847,39.404477,0.823475,0.103456,0.847115,0.938668,0.104108,?,109.576867,41.209378,0.780781,0.012606,0.938668,?,1,-1,1813,?,-0.052583,19.512309,?,0.577178,2788,0.103456,?,0.781974,1,7.973429,0.605321,1,5.646366,-1,0.103456,13207.129353,4601,0.781974,0.924527,67.400767,0.924527,0.891177,?,0.104108,0.891177,-23.499115,1.724138,58,0.935231,0.605955,1,45.306491,0.938668,?,0,0.891177,0.823475,0.268107,0.781974,1.116449,0.780781,11.90369,0.924527,?,0.823475,0,2,-1,0.96736,-0.170598,?,-21.16622,1.724138,0.084112,0,0.780781,0.794157
1744,1,1.978014,0,34.163468,0,0,0.412231,0,0,0.065517,1,0,0,0,0.047022,0.002392,51.880878,62,0.065517,6,0,0,0,26.313211,0.376176,0.311912,0,2,1.998575,0,24.043887,0.894438,0.094357,0,0.962498,0.311912,1.986921,0,0,0.848882,0.019436,0.962498,1.667987,2,4,767,1.995815,0,0,0.008114,0,1655,0.094357,2.008563,0.503095,2,0,0.923517,0,0,4.783333,0.094357,0,3190,0.503095,0.95905,0,0.95905,0.772349,0.056252,0.311912,0.772349,0,0,62,0.992862,0.518809,0,0,0.962498,0.389641,0,0.772349,0.894438,0,0.503095,0,0.848882,0,0.95905,0.012446,0.894438,0,3,0.490301,1.48017,0,0.06388,0,100,0.065517,0,0.848882,0.771748
1752,1,-1,0,?,18,0,0.212103,11.313539,0,0.310875,0,94.736842,7.868515,0.076274,0.544917,?,25.768322,1,0.310875,-1,0,-1.16803,1478.710081,?,0.595745,0.313239,606.347851,0,?,164.581103,23.522459,0.585095,0.316785,57.801137,0.878651,0.313239,?,36.91969,16.739665,0.577296,0.022459,0.878651,?,0,-1,199,?,0.927944,7.335077,?,6.475457,218,0.316785,?,0.582072,0,195.466474,0.278696,0,0.820732,-1,0.316785,439.911348,846,0.582072,0.831673,31.048562,0.831673,0.790528,?,0.313239,0.790528,0.005444,0,19,0.766556,0.257683,0,26.046348,0.878651,?,0,0.790528,0.585095,0.091033,0.582072,0.393849,0.577296,0.226214,0.831673,?,0.585095,0,4,-1,1.999067,0.437102,?,-0.533862,5.263158,0.310875,0,0.577296,0.649286
1757,1,-1,0,?,40,0,0.347272,1.987793,0,0.2562,0,97.560976,1.618496,0,0.1994,?,33.84,1,0.2562,-1,0,-1.994292,4811.60739,?,0.4368,0.2916,7947.066342,0,?,32.886437,33.06,0.615687,0.253,0.708965,0.895231,0.2916,?,100.500977,37.657394,0.620601,0.0082,0.895231,?,0,-1,1653,?,-0.066113,19.512309,?,0.48185,1692,0.253,?,0.562574,0,7.973429,0.701416,23,4.731029,-1,0.253,13207.129353,5000,0.562574,0.827024,67.400767,0.827024,0.781199,?,0.2916,0.781199,-23.499115,0,41,0.955158,0.3384,23,38.549189,0.895231,?,0,0.781199,0.615687,0.224004,0.562574,0.91675,0.620601,9.3625,0.827024,?,0.615687,0,3,-1,1.584879,-0.219533,?,-21.16622,2.439024,0.2562,0,0.620601,0.711442
1764,1,2.80735,0,1118.282403,7,1,0.478435,0.974054,0,0.121623,65,77.777778,5.902231,0.010213,0.270591,0.002508,57.545463,2,0.121623,7,0,-1.884661,7046.840898,392.122369,0.244439,0.146076,1551.779819,88,2.80735,384.57235,42.454537,0.750991,0.140625,0.342423,0.912995,0.146076,2.80735,260.172613,115.12735,0.711693,0.000199,0.912995,2.80735,143,7,19237,2.80735,-0.246349,17.509261,0.002508,0.159526,26075,0.140625,2.80735,0.701058,169,1.605222,0.405807,463,0.78751,7,0.140625,2054.739369,45312,0.701058,0.902262,78.683534,0.902262,0.851175,0.002508,0.146076,0.851175,-2.584239,11.111111,9,0.789151,0.575455,394,66.311298,0.912995,0.002508,0,0.851175,0.750991,0.462249,0.701058,0.22904,0.711693,2.896852,0.902262,0.002508,0.750991,0,2,0,0.983509,-0.666803,0.002508,-0.695001,22.222222,0.121623,0,0.711693,0.730517
2097,1,-1,0,?,36,0,0.268286,0.674236,0,0.141369,0,97.297297,0.040448,0.999639,0.203266,?,23.810264,1,0.141369,-1,0,-0.92037,1.275394,?,0.563453,0.166252,1.000288,0,?,-0.155373,9.720062,0.82515,0.153499,-0.480799,0.962333,0.166252,?,-0.000556,1.000022,0.810003,0.005754,0.962333,?,0,-1,625,?,-0.516935,1.000195,?,-0.039963,1531,0.153499,?,0.794548,0,0.848782,0.751371,0,1.000005,-1,0.153499,-0.000126,6430,0.794548,0.919606,0.919209,0.919606,0.899117,?,0.166252,0.899117,-0.000863,0,37,0.960599,0.238103,0,-0.000357,0.962333,?,0,0.899117,0.82515,-0.000744,0.794548,0.999948,0.810003,-0.000598,0.919606,?,0.82515,0,6,-1,2.483362,-0.839998,?,-0.673802,2.702703,0.141369,0,0.810003,0.710937
2098,1,1.58151,0,5.759042,7,0,0.082829,1.106604,0,0.800575,2,77.777778,0.694187,0.041827,0.769931,0.233984,16.495092,2,0.800575,3,0,-0.047564,75.914202,15.394222,0.789562,0.807278,8.374083,2,1.58151,6.565462,0,0.100749,0.75413,0.592115,0.699292,0.807278,1.58151,7.576006,1.800255,0.14312,0.002155,0.699292,1.58151,0,3,0,1.58151,0.176838,2.923882,0.233984,0.62063,689,0.75413,1.58151,0.097728,0,1.316757,0.135929,3,0.221963,3,0.75413,62.828232,4177,0.097728,0.58285,3.127319,0.58285,0.549021,0.233984,0.807278,0.549021,0.139516,0,9,0.709279,0.164951,3,8.478977,0.699292,0.233984,0,0.549021,0.100749,0.22785,0.097728,0.108778,0.14312,0.523992,0.58285,0.233984,0.100749,0,29,0,3.602007,0.072056,0.233984,-0.639567,22.222222,0.800575,0,0.14312,0.642814
2102,1,3.462636,0,8.08253,14,0,0.30248,0.9523,448,0.434783,1,70,2.544568,0.493188,0.451087,0.246503,29.076087,6,0.434783,27,3.043478,-1.884661,728.946178,5.933468,0.505435,0.494565,1551.779819,1,4.009738,62.34149,14.266304,0.422864,0.555707,0.412438,0.717137,0.519022,2.908861,390.086829,172.610816,0.21343,0.027174,0.717137,2.581064,0,8,105,3.475982,-0.394892,80.617601,0.323312,0.110894,214,0.555707,4.237364,0.294596,0,1.339193,0.427412,2,1.3466,15.4,0.595109,2054.739369,736,0.133644,0.827668,27.035504,0.827668,0.800395,0.381241,0.619565,0.7594,-2.584239,0,20,0.852079,0.290761,8,403.002717,0.699062,0.427533,0,0.689919,0.422864,2.882909,0.360333,0.778503,0.267202,6.249603,0.827668,0.407652,0.422864,12.907609,5,7.127412,2.262084,-0.505048,0.425965,-0.695001,30,0.434783,95,0.267202,0.75194
7532,1,1.458923,0,27.138145,0,3,0.492806,0,0,0.104317,1,0,0,0,0.253597,0.000037,50,7,0.104317,4,0,0,0,19.28693,0.253597,0.07554,0,0,1.688644,0,50,0.791367,0.120504,0,0.934003,0.07554,0.999853,0,0,0.758993,0.01259,0.934003,0.999664,6,2,278,1.584593,0,0,0.000184,0,278,0.120504,1.99987,0.848921,6,0,0.492806,5,0,2.833333,0.120504,0,556,0.848921,0.962916,0,0.962916,0.934598,0.051849,0.07554,0.934598,0,42.857143,7,0.742107,0.5,5,0,0.934003,0.305642,0,0.934598,0.791367,0,0.848921,0,0.758993,0,0.962916,0.000775,0.791367,0,2,0.752773,1,0,0.079132,0,100,0.104317,0,0.758993,0.745504
7535,1,1.458931,0,400.682867,0,3,0,0,0,0.356073,0,0,0,0,0.402662,0.000078,65.723794,7,0.356073,4,0,0,0,255.348447,0.342762,0.374376,0,0,1.688553,0,34.276206,0.029328,0.381032,0,0.517119,0.374376,0.999994,0,0,-0.011301,0.011647,0.517119,0.999982,2,2,206,1.584642,0,0,0.00126,0,395,0.381032,1.999373,0.166168,1,0,-0.082238,1,0,2.833333,0.381032,0,601,0.166168,0.539327,0,0.539327,0.623651,0.003632,0.374376,0.623651,0,42.857143,7,0.512744,0.657238,5,0,0.517119,0.006842,0,0.623651,0.029328,0,0.166168,0,-0.011301,0,0.539327,0.003758,0.029328,0,2,0.752773,0.927437,0,0.005986,0,100,0.356073,0,-0.011301,0.498427
7536,1,1.458959,0,12.781491,0,3,0.548184,0,0,0.01083,0,0,0,0,0.036101,0.000032,51.98556,7,0.01083,4,0,0,0,9.435363,0.222022,0.055957,0,0,1.688676,0,48.01444,0.978293,0.025271,0,0.985047,0.055957,0.999934,0,0,0.949408,0.012635,0.985047,0.99985,0,2,266,1.584549,0,0,0.000256,0,288,0.025271,1.999915,0.887926,0,0,0.927787,0,0,2.833333,0.025271,0,554,0.887926,0.986542,0,0.986542,0.95321,0.105864,0.055957,0.95321,0,42.857143,7,0.981079,0.519856,0,0,0.985047,0.318104,0,0.95321,0.978293,0,0.887926,0,0.949408,0,0.986542,0.002056,0.978293,0,2,0.752773,0.998862,0,0.313979,0,100,0.01083,0,0.949408,0.781087
