@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute num_nodes numeric
@attribute cost_matrix_avg numeric
@attribute cost_matrix_std numeric
@attribute cost_matrix_skew numeric
@attribute stdTime numeric
@attribute mst_length numeric
@attribute mst_length_avg numeric
@attribute mst_length_std numeric
@attribute mst_length_skew numeric
@attribute mst_degree_avg numeric
@attribute mst_degree_std numeric
@attribute mst_degree_skew numeric
@attribute mstTime numeric
@attribute cluster_distance_avg numeric
@attribute cluster_distance_std numeric
@attribute cluster_distance_skew numeric
@attribute clusterTime numeric
@attribute tour_const_heu_avg numeric
@attribute tour_const_std numeric
@attribute tour_const_skew numeric
@attribute ls_impov_per_step_avg numeric
@attribute ls_impov_per_step_std numeric
@attribute ls_impov_per_step_skew numeric
@attribute ls_steps_2lm_avg numeric
@attribute ls_steps_2lm_std numeric
@attribute ls_steps_2lm_skew numeric
@attribute ls_maxdist_avg numeric
@attribute ls_maxdist_std numeric
@attribute ls_maxdist_skew numeric
@attribute ls_bestsol_avg numeric
@attribute ls_bestsol_std numeric
@attribute ls_bestsol_skew numeric
@attribute ls_backbone_avg numeric
@attribute ls_backbone_std numeric
@attribute ls_backbone_skew numeric
@attribute lpTime numeric
@attribute bc_improv_per_cut_avg numeric
@attribute bc_improv_per_cut_std numeric
@attribute bc_improv_per_cut_skew numeric
@attribute bc_upper_lower_ratio numeric
@attribute bc_no1s_min numeric
@attribute bc_no1s_q25 numeric
@attribute bc_no1s_q50 numeric
@attribute bc_no1s_q75 numeric
@attribute bc_no1s_max numeric
@attribute bc_p1s numeric
@attribute bc_pn1s numeric
@attribute bcTime numeric
@attribute acc numeric
@attribute acfTime numeric
@attribute angle_min numeric
@attribute angle_median numeric
@attribute angle_mean numeric
@attribute angle_max numeric
@attribute angle_sd numeric
@attribute angle_span numeric
@attribute angle_coef_of_var numeric
@attribute centroid_centroid_x numeric
@attribute centroid_centroid_y numeric
@attribute centroid_dist_min numeric
@attribute centroid_dist_median numeric
@attribute centroid_dist_mean numeric
@attribute centroid_dist_max numeric
@attribute centroid_dist_sd numeric
@attribute centroid_dist_span numeric
@attribute centroid_dist_coef_of_var numeric
@attribute cluster_01pct_number_of_clusters numeric
@attribute cluster_01pct_mean_distance_to_centroid numeric
@attribute cluster_05pct_number_of_clusters numeric
@attribute cluster_05pct_mean_distance_to_centroid numeric
@attribute cluster_10pct_number_of_clusters numeric
@attribute cluster_10pct_mean_distance_to_centroid numeric
@attribute bounding_box_10_ratio_of_cities_outside_box numeric
@attribute bounding_box_20_ratio_of_cities_outside_box numeric
@attribute bounding_box_30_ratio_of_cities_outside_box numeric
@attribute chull_area numeric
@attribute chull_points_on_hull numeric
@attribute distance_distances_shorter_mean_distance numeric
@attribute distance_distinct_distances numeric
@attribute distance_mode_frequency numeric
@attribute distance_mode_quantity numeric
@attribute distance_mode_mean numeric
@attribute distance_mean_tour_length numeric
@attribute distance_sum_of_lowest_edge_values numeric
@attribute distance_min numeric
@attribute distance_median numeric
@attribute distance_mean numeric
@attribute distance_max numeric
@attribute distance_sd numeric
@attribute distance_span numeric
@attribute distance_coef_of_var numeric
@attribute modes_number numeric
@attribute mst_depth_min numeric
@attribute mst_depth_median numeric
@attribute mst_depth_mean numeric
@attribute mst_depth_max numeric
@attribute mst_depth_sd numeric
@attribute mst_depth_span numeric
@attribute mst_depth_coef_of_var numeric
@attribute mst_dists_min numeric
@attribute mst_dists_median numeric
@attribute mst_dists_mean numeric
@attribute mst_dists_max numeric
@attribute mst_dists_sd numeric
@attribute mst_dists_span numeric
@attribute mst_dists_coef_of_var numeric
@attribute mst_dists_sum numeric
@attribute nnds_min numeric
@attribute nnds_median numeric
@attribute nnds_mean numeric
@attribute nnds_max numeric
@attribute nnds_sd numeric
@attribute nnds_span numeric
@attribute nnds_coef_of_var numeric
@attribute popbestmin numeric
@attribute popbestmed numeric
@attribute popbestavg numeric
@attribute popbestmax numeric
@attribute popavgmin numeric
@attribute popavgmed numeric
@attribute popavgavg numeric
@attribute popavgmax numeric

@data
rue_1000-1000,1,1000,527691.76938,0.47506,5.905495,0.07,0.039888,0.039928,0.459653,4.334671,1.998,0.337975,8.382043,0.03,0.076072,0.093043,-0.679079,3.16,0.051931,0,-0,0.007989,0.003182,1.010826,0.092,0.004648,-3.485685,0.1637,0.011507,-0.956515,44.451328,0.088821,0.666987,0.794281,0.316728,-0.792772,1.32,0.002282,2.310431,0.45191,0.012962,0.25,0.5,0.5,0.5,0.75,0.88,0.243,0.17,492.94859,0.94,0.003063,1.538723,1.527897,3.135188,0.916776,3.132125,0.600024,0.508242,0.496028,0.017478,0.408875,0.387958,0.681548,0.143777,0.66407,0.370599,1,0.387753,1,0.387958,1,0.387958,0.38,0.658,0.842,0.984782,0.021,0.512002,1,1000,0.000001,0,1057.494297,17.285225,0,0.51931,0.528218,1.361377,0.251617,1.361377,0.47635,3,1,5,20.006,121,30.016311,120,1.500365,0.00045,0.020636,0.021112,0.051035,0.009709,0.050585,0.459883,0.00004,0,0.289813,0.333962,0.982243,0.23832,0.982243,0.713613,0.991358,0.994075,0.994251,0.998802,0.990149,0.993524,0.993843,0.998488
rue_1000-101,1,1000,519456.455799,0.473241,6.138715,0.1,0.039598,0.039637,0.484132,3.389736,1.998,0.341661,12.828974,0.05,0.077652,0.09214,-0.729551,3.63,0.051398,0,-0,0.00614,0.001699,0.383792,0.0899,0.002119,0.42764,0.1673,0.020455,0.457002,44.30128,0.046144,0.574389,0.801925,0.344362,-0.689991,1.32,0.002549,2.488054,0.419693,0.017663,0.166667,0.5,0.5,0.5,0.833333,0.879,0.245,0.18,496.103049,0.95,0.003468,1.579249,1.571256,3.139855,0.898092,3.136387,0.571576,0.507939,0.497872,0.018071,0.398499,0.381616,0.690384,0.139333,0.672313,0.365114,2,0.372533,1,0.381616,1,0.381616,0.361,0.644,0.84,0.98426,0.018,0.511094,1,1000,0.000001,0,1039.091635,16.573387,0,0.511178,0.519026,1.365153,0.246296,1.365153,0.474534,2,1,5,19.522,122,30.346572,121,1.554481,0.000655,0.020079,0.020593,0.052068,0.009975,0.051413,0.484375,0.00004,0,0.299574,0.337189,0.970425,0.23738,0.970425,0.703996,0.990834,0.994472,0.99437,0.999085,0.989503,0.993099,0.993434,0.99836
rue_1000-102,1,1000,525675.432006,0.474029,6.056478,0.07,0.039884,0.039924,0.464983,5.823738,1.998,0.33649,8.277402,0.04,0.073549,0.086963,-1.884049,3.86,0.050173,0,0,0.006792,0.000577,1133864284152.59,0.086,0.008,-655884233731.962,0.1615,0.0115,0,44.495088,0.030584,0,0.859107,0.224935,-1.030805,1.38,0.001476,2.88842,0.385768,0.01236,0.027778,0.435185,0.5,0.5,0.972222,0.865,0.279,0.2,567.955314,0.93,0.00179,1.614056,1.56423,3.136142,0.921173,3.134351,0.588899,0.493794,0.503994,0.02427,0.403997,0.387129,0.707478,0.140013,0.683208,0.361669,1,0.387129,1,0.387129,1,0.387129,0.369,0.641,0.845,0.988674,0.014,0.510518,1,1000,0.000001,0,1052.61927,17.480222,0,0.518009,0.525783,1.400058,0.249916,1.400058,0.475321,3,1,5,15.543,105,24.330601,104,1.565374,0.000482,0.020799,0.021012,0.052997,0.009775,0.052515,0.465215,0.00004,0,0.285368,0.326761,0.998242,0.233023,0.998242,0.713129,0.991985,0.995135,0.995351,0.999361,0.990011,0.99344,0.993751,0.998532
rue_1000-103,1,1000,524544.484549,0.475602,5.526,0.07,0.039929,0.039969,0.467055,3.643155,1.998,0.329722,6.710863,0.03,0.072025,0.121551,0.99078,4.69,0.053124,0,-0,0.007892,0.000041,2.44949,0.092,0.002449,2.44949,0.1742,0.00147,2.44949,44.315045,0.012665,-2.449586,0.881834,0.217906,-0.708502,1.27,0.003269,1.741442,0.693221,0.01278,0.166667,0.5,0.5,0.5,0.833333,0.904,0.191,0.14,519.298362,0.93,0.001117,1.570376,1.571082,3.132882,0.924892,3.131765,0.588698,0.499071,0.507524,0.010974,0.401791,0.386074,0.706746,0.141199,0.695772,0.365731,2,0.383432,1,0.386074,1,0.386074,0.354,0.636,0.854,0.988298,0.018,0.51176,1,1000,0.000001,0,1050.479804,17.178257,0,0.51606,0.524715,1.390718,0.250232,1.390718,0.476891,2,1,5,15.027,95,21.818944,94,1.451983,0.000854,0.020738,0.020993,0.058417,0.00981,0.057564,0.467289,0.00004,0,0.278602,0.329466,0.966494,0.235726,0.966494,0.715477,0.992785,0.995174,0.995398,0.998792,0.989998,0.993611,0.993831,0.99848
rue_1000-104,1,1000,523326.649498,0.474004,5.822514,0.07,0.040083,0.040123,0.459344,5.233802,1.998,0.334998,9.771086,0.04,0.076224,0.0812,-0.526476,2.69,0.052412,0,0,0.006861,0.000322,-1.145644,0.0929,0.003208,-1.145644,0.1746,0.021996,-1.145644,44.510029,0.015868,1.145671,0.877193,0.236953,-0.58094,1.24,0.00261,2.433566,0.446426,0.017844,0.25,0.5,0.5,0.5,0.75,0.848,0.303,0.17,483.727535,0.93,0.003102,1.604184,1.595853,3.141031,0.908228,3.137929,0.569117,0.506254,0.486937,0.028826,0.407642,0.384313,0.701378,0.141626,0.672553,0.368517,1,0.383988,1,0.384313,1,0.384313,0.373,0.646,0.835,0.983995,0.018,0.512732,1,1000,0.000001,0,1047.278524,17.268664,0,0.513861,0.523116,1.373387,0.248635,1.373387,0.475296,1,1,5,18.077,111,26.670365,110,1.475376,0.000458,0.020842,0.02101,0.05005,0.009656,0.049592,0.459574,0.00004,0,0.290923,0.329618,0.964684,0.235452,0.964684,0.714319,0.991691,0.994058,0.994591,0.998796,0.989506,0.993182,0.993453,0.998373
rue_1000-105,1,1000,504681.268115,0.477737,4.335973,0.07,0.041141,0.041182,0.483193,1.798569,1.998,0.341661,7.433105,0.03,0.080334,0.137631,2.486492,3.67,0.054609,0,0,0.007289,0.001002,-1.145644,0.0784,0.012831,1.145644,0.1539,0.005957,1.145644,45.868706,0.062935,-1.145643,0.877193,0.236953,-0.58094,1.24,0.00333,2.04591,0.525557,0.016165,0.041667,0.5,0.5,0.5,0.875,0.886,0.231,0.17,437.351625,0.93,0.003676,1.529429,1.566135,3.139244,0.874378,3.135568,0.558303,0.494199,0.493145,0.023278,0.381628,0.369044,0.693727,0.14308,0.670449,0.387706,2,0.362476,1,0.369044,1,0.369044,0.321,0.603,0.816,0.984674,0.014,0.516298,1,1000,0.000001,0,1010.601534,16.509015,0,0.493351,0.504795,1.372837,0.241808,1.372837,0.479022,2,1,5,16.021,105,24.342825,104,1.519432,0.000951,0.020066,0.02081,0.063013,0.01006,0.062061,0.483435,0.000041,0,0.304084,0.336452,0.961904,0.229148,0.961904,0.681073,0.991345,0.993877,0.994505,0.998939,0.989576,0.993168,0.993458,0.998387
rue_1000-106,1,1000,524696.325526,0.475378,5.520626,0.07,0.039811,0.039851,0.477535,6.255049,1.998,0.331238,5.960998,0.03,0.076311,0.081413,-0.655091,3.23,0.05191,0,0,0.009665,0.001848,-0.665113,0.0965,0.0015,-0.375,0.2037,0.027488,-0.578558,44.213958,0.061798,-0.610934,0.803859,0.334199,-0.694453,1.29,0.002358,2.48679,0.394961,0.015805,0.083333,0.5,0.5,0.5,0.916667,0.865,0.274,0.19,578.036907,1.11,0.01049,1.549288,1.561333,3.139941,0.911641,3.129451,0.583886,0.489296,0.509508,0.006233,0.401143,0.384987,0.710316,0.143415,0.704083,0.372518,2,0.377116,1,0.384987,1,0.384987,0.36,0.656,0.839,0.991526,0.011,0.51113,1,1000,0.000001,0,1049.923913,16.719277,0,0.516216,0.524437,1.392419,0.249982,1.392419,0.476668,5,1,6,27.564,153,41.444198,152,1.503563,0.001199,0.020691,0.02092,0.057076,0.009995,0.055878,0.477774,0.00004,0,0.29418,0.333937,0.997619,0.238623,0.997619,0.714575,0.990017,0.993755,0.993957,0.999143,0.988887,0.992845,0.993095,0.998366
rue_1000-107,1,1000,532710.881908,0.475911,6.579252,0.07,0.039526,0.039566,0.45271,3.684673,1.998,0.342394,7.478912,0.03,0.072413,0.094518,-1.503173,4.36,0.053128,0,-0,0.005159,0.000712,0.666667,0.093,0.004,0.666667,0.164,0,-0,43.985118,0.01953,0.666669,0.877963,0.260945,-0.483985,1.25,0.00216,2.425881,0.44515,0.014698,0.125,0.5,0.5,0.5,0.875,0.888,0.226,0.17,538.321462,0.94,0.015073,1.564236,1.589997,3.136781,0.890882,3.121708,0.560304,0.504756,0.47818,0.023877,0.410487,0.391933,0.69126,0.143757,0.667383,0.366789,1,0.391933,1,0.391933,1,0.391933,0.382,0.657,0.86,0.983321,0.024,0.508578,1,1000,0.000001,0,1066.656953,17.531245,0,0.526198,0.532795,1.367515,0.254249,1.367515,0.477199,4,1,5,17.329,113,27.177332,112,1.568315,0.00123,0.020656,0.021102,0.056054,0.009558,0.054825,0.452937,0.00004,0,0.265848,0.316934,0.970979,0.234247,0.970979,0.739105,0.991074,0.994547,0.994962,0.999097,0.98997,0.993482,0.993778,0.998406
rue_1000-108,1,1000,524666.396142,0.473516,6.194147,0.07,0.039614,0.039654,0.457031,6.177458,1.998,0.328961,7.759498,0.04,0.074633,0.07536,-0.435261,3,0.051324,0,0,0.00685,0.000489,1.145644,0.0984,0.000917,-1.145644,0.1853,0.005041,1.145644,43.916353,0.021214,-1.145652,0.858369,0.249172,-0.667331,1.41,0.002295,2.214129,0.454089,0.011716,0.020833,0.5,0.5,0.5,0.979167,0.896,0.213,0.17,636.92663,0.93,0.01759,1.565165,1.561069,3.139776,0.899491,3.122186,0.576202,0.51852,0.502201,0.01838,0.408122,0.386129,0.691191,0.140859,0.672811,0.364799,1,0.386129,1,0.386129,1,0.386129,0.381,0.662,0.837,0.983406,0.019,0.512218,1,1000,0.000001,0,1051.161814,17.344691,0,0.516038,0.525055,1.355536,0.249301,1.355536,0.474808,1,1,5,16.235,93,23.399387,92,1.441293,0.000368,0.020763,0.020841,0.051893,0.00953,0.051525,0.457259,0.00004,0,0.315125,0.34538,0.978242,0.239033,0.978242,0.692086,0.99185,0.994961,0.995041,0.998642,0.989677,0.993375,0.993548,0.998384
rue_1000-109,1,1000,516763.947097,0.474856,5.452693,0.07,0.040532,0.040573,0.46507,4.852168,1.998,0.332747,8.017335,0.03,0.075672,0.095628,-1.601124,4.1,0.052531,0,0,0.006182,0.000434,-0.553596,0.0952,0.0014,0.621377,0.1584,0.005869,-0.393376,45.09556,0.041471,0.398584,0.824402,0.325779,-0.615568,1.22,0.002431,2.16065,0.47999,0.012582,0.083333,0.5,0.5,0.5,0.916667,0.892,0.22,0.18,528.283228,0.93,0.000495,1.511476,1.553749,3.14109,0.934163,3.140595,0.601232,0.502379,0.510357,0.026155,0.395652,0.379681,0.706348,0.141437,0.680193,0.372514,1,0.379321,1,0.379681,1,0.379681,0.35,0.63,0.84,0.98206,0.015,0.512602,1,1000,0.000001,0,1035.660319,17.253235,0,0.508246,0.517312,1.369407,0.246316,1.369407,0.476146,2,1,5,14.266,88,20.503259,87,1.437211,0.000702,0.020776,0.02101,0.059191,0.009776,0.058489,0.465303,0.000041,0,0.299205,0.342976,0.955637,0.239872,0.955637,0.699384,0.99072,0.993653,0.993841,0.999171,0.990091,0.993587,0.99384,0.998499
rue_1000-11,1,1000,520924.524785,0.477238,4.947879,0.07,0.039906,0.039946,0.466863,3.403668,1.998,0.345308,7.662906,0.03,0.077153,0.085167,-0.571861,3.03,0.052866,0,0,0.008534,0.00239,-1.145644,0.1004,0.000917,-1.145644,0.176,0.013748,-1.145644,44.407473,0.048943,1.145643,0.884173,0.23187,-0.551109,1.22,0.002489,2.025976,0.518096,0.010569,0.083333,0.5,0.5,0.5,0.916667,0.853,0.299,0.19,600.870018,0.94,0.003385,1.422398,1.508843,3.137027,0.906039,3.133642,0.600486,0.512723,0.484826,0.008187,0.396135,0.381569,0.704148,0.145108,0.69596,0.380294,1,0.381569,1,0.381569,1,0.381569,0.375,0.633,0.849,0.986665,0.015,0.51442,1,1000,0.000001,0,1042.517303,16.892995,0,0.510141,0.520737,1.372872,0.249185,1.372872,0.478524,2,1,5,14.849,83,20.159827,82,1.357656,0.000691,0.020171,0.020822,0.050059,0.009726,0.049368,0.467097,0.00004,0,0.292064,0.339174,0.988856,0.241434,0.988856,0.71183,0.992515,0.994969,0.99563,0.999298,0.989509,0.993132,0.99344,0.998347
rue_1000-110,1,1000,523688.800578,0.474008,6.729733,0.07,0.039657,0.039697,0.469014,4.215863,1.998,0.343124,4.822085,0.03,0.074155,0.110588,21.913859,4.5,0.051296,0,0,0.006132,0.000947,-1.145644,0.09,0.004583,-1.145644,0.1419,0.012373,-1.145644,44.243324,0.042657,1.145644,0.877193,0.236953,-0.58094,1.18,0.002408,2.379317,0.44891,0.014592,0.166667,0.5,0.5,0.5,0.833333,0.891,0.218,0.17,457.008641,0.92,0.008096,1.546729,1.530165,3.138511,0.907742,3.130415,0.593232,0.491484,0.4917,0.009817,0.395897,0.386129,0.6741,0.137793,0.664283,0.356858,1,0.385816,1,0.386129,1,0.386129,0.371,0.668,0.854,0.980583,0.022,0.5097,1,1000,0.000001,0,1048.304302,17.103551,0,0.516551,0.523628,1.336738,0.24888,1.336738,0.4753,2,1,5,13.402,82,18.271843,81,1.363367,0.000038,0.020594,0.020807,0.053507,0.009764,0.053469,0.469249,0.00004,0,0.274628,0.328227,0.943044,0.238743,0.943044,0.727372,0.99181,0.994783,0.994866,0.999419,0.989394,0.993115,0.993419,0.998437
rue_1000-111,1,1000,514921.119567,0.475861,5.242511,0.07,0.040753,0.040793,0.470144,2.952434,1.998,0.334998,9.771086,0.03,0.074682,0.102049,0.817893,4.57,0.053794,0,0,0.00469,0.001584,1.145644,0.0633,0.005041,1.145644,0.0886,0.028412,1.145644,45.236857,0.034945,1.145647,0.888889,0.228252,-0.531514,1.15,0.002063,2.363961,0.42318,0.012802,0.1,0.5,0.5,0.5,0.9,0.877,0.254,0.17,463.93444,0.93,0.002534,1.566468,1.603153,3.139717,0.893217,3.137183,0.557163,0.4807,0.492178,0.026767,0.388453,0.378305,0.708466,0.139929,0.6817,0.369883,1,0.376742,1,0.378305,1,0.378305,0.351,0.619,0.844,0.982649,0.02,0.511878,1,1000,0.000001,0,1030.620358,17.016402,0,0.506333,0.514795,1.372328,0.245634,1.372328,0.47715,1,1,5,16.813,98,23.689982,97,1.409028,0.000784,0.020092,0.021021,0.064897,0.009888,0.064113,0.47038,0.000041,0,0.280089,0.323763,0.986593,0.230331,0.986593,0.711418,0.992552,0.995308,0.995344,0.999429,0.990193,0.99362,0.993947,0.998551
rue_1000-112,1,1000,519242.036508,0.474799,5.636646,0.07,0.040065,0.040105,0.466336,10.255961,1.998,0.334998,12.145785,0.03,0.074159,0.092587,-1.050733,3.35,0.052541,0,-0,0.006446,0.001805,0.666667,0.0958,0.0016,0.666667,0.1878,0.0004,-0.666667,44.688042,0.009787,-0.66668,0.856898,0.277184,-0.553175,1.2,0.002321,2.379735,0.440224,0.012983,0.125,0.5,0.5,0.5,0.875,0.877,0.254,0.2,556.72258,0.93,0.000219,1.551062,1.574585,3.141474,0.929145,3.141255,0.590089,0.504226,0.508953,0.014515,0.398886,0.382018,0.707443,0.139244,0.692928,0.364496,1,0.382018,1,0.382018,1,0.382018,0.357,0.618,0.85,0.980818,0.02,0.511434,1,1000,0.000001,0,1039.354012,16.846482,0,0.511082,0.519157,1.378928,0.247165,1.378928,0.476089,3,1,5,13.206,77,17.62141,76,1.334349,0.000861,0.020635,0.020841,0.053943,0.009724,0.053082,0.46657,0.00004,0,0.294197,0.342431,0.971435,0.237317,0.971435,0.693038,0.992783,0.995586,0.995503,0.999179,0.98962,0.993461,0.993688,0.998517
rue_1000-113,1,1000,526142.856161,0.473549,5.985148,0.07,0.039944,0.039984,0.458665,4.194533,1.998,0.335744,8.225212,0.03,0.074537,0.083462,-0.751606,3.5,0.050701,0,0,0.006191,0.000852,14590464191766.3,0.096,0.003,-51881467707.3499,0.181,0,0,44.342877,0.004523,-1325.129935,0.852515,0.228015,-1.112105,1.24,0.002229,2.486323,0.413567,0.015551,0.1,0.5,0.5,0.5,0.9,0.872,0.261,0.17,520.563913,0.93,0.005951,1.565911,1.554418,3.140003,0.907826,3.134052,0.58403,0.501054,0.489024,0.017784,0.402603,0.386757,0.698043,0.141029,0.680259,0.364646,1,0.386914,1,0.386757,1,0.386757,0.371,0.647,0.858,0.982086,0.016,0.511346,1,1000,0.000001,0,1052.806852,17.278092,0,0.517382,0.525877,1.365429,0.249708,1.365429,0.474842,3,1,6,17.349,106,24.839368,105,1.431746,0.000808,0.02063,0.021048,0.057794,0.009659,0.056986,0.458894,0.00004,0,0.287091,0.325935,0.987896,0.23507,0.987896,0.721219,0.991759,0.99447,0.995106,0.998927,0.989578,0.993311,0.99357,0.998441
rue_1000-114,1,1000,515574.559625,0.474989,5.092456,0.07,0.040047,0.040087,0.467814,3.879686,1.998,0.339454,3.680783,0.04,0.074798,0.117534,1.88407,4.81,0.052782,0,-0,0.004618,0.001425,0.666667,0.0862,0.0044,0.666667,0.1212,0.0304,0.666667,44.806944,0.012236,-0.666662,0.853971,0.279241,-0.563197,1.25,0.001964,8.799012,-4.80445,0.015556,0.166667,0.5,0.5,0.5,0.833333,0.831,0.345,0.21,451.731557,0.92,0.000734,1.628098,1.605956,3.139934,0.919897,3.1392,0.572804,0.493545,0.500786,0.008086,0.395862,0.37808,0.698774,0.142509,0.690688,0.376929,1,0.377513,1,0.37808,1,0.37808,0.359,0.643,0.831,0.982753,0.02,0.514328,1,1000,0.000001,0,1032.736435,16.870554,0,0.505519,0.515852,1.359948,0.245689,1.359948,0.476279,2,1,5,16.125,101,23.538084,100,1.459726,0.000792,0.02049,0.0207,0.053053,0.009689,0.052262,0.468049,0.00004,0,0.298065,0.329194,0.962336,0.229851,0.962336,0.698223,0.991454,0.99521,0.995156,0.99939,0.989762,0.99324,0.993543,0.998362
rue_1000-115,1,1000,519064.920091,0.476587,4.756167,0.07,0.040416,0.040457,0.471915,3.242449,1.998,0.341661,8.645157,0.03,0.075961,0.084816,-1.011496,3.9,0.051267,0,0,0.004046,0.000413,-2.44949,0.0998,0.00147,-2.44949,0.1642,0.032823,-2.44949,44.992873,0.080495,-2.44949,0.856164,0.232607,-0.902102,1.24,0.00184,2.534219,0.400398,0.012751,0.166667,0.5,0.5,0.5,0.833333,0.865,0.275,0.19,547.551342,0.93,0.00161,1.512216,1.549748,3.141202,0.906009,3.139592,0.584617,0.511958,0.514444,0.003259,0.397511,0.379448,0.704861,0.146796,0.701601,0.386869,1,0.378874,1,0.379448,1,0.379448,0.363,0.624,0.821,0.983754,0.022,0.515498,1,1000,0.000001,0,1039.263677,17.197758,0,0.508163,0.519112,1.365903,0.24807,1.365903,0.477874,1,1,5,20.359,128,32.354272,127,1.589188,0.000666,0.019959,0.021023,0.058929,0.009926,0.058264,0.472152,0.00004,0,0.322517,0.347688,0.971379,0.239436,0.971379,0.688651,0.992401,0.995516,0.995565,0.999144,0.990079,0.993573,0.993839,0.998529
rue_1000-116,1,1000,528427.382866,0.473436,6.848024,0.07,0.039332,0.039371,0.474642,4.914105,1.998,0.33649,6.238297,0.03,0.075343,0.079957,-0.520053,3,0.052824,0,0,0.005898,0.00142,0.666667,0.097,0.008,-0.666667,0.1666,0.0048,-0.666667,43.84479,0.001587,-0.661976,0.887311,0.252843,-0.454627,1.2,0.003511,1.975975,0.541862,0.013452,0.03125,0.5,0.5,0.5,0.96875,0.872,0.259,0.19,432.454209,0.92,0.005969,1.562956,1.545413,3.141394,0.923632,3.135425,0.59766,0.50337,0.491097,0.020751,0.404828,0.390006,0.704498,0.137513,0.683746,0.352591,1,0.389359,1,0.390006,1,0.390006,0.371,0.657,0.863,0.980241,0.019,0.507864,1,1000,0.000001,0,1057.64271,16.629027,0,0.522444,0.528293,1.373634,0.250796,1.373634,0.474729,1,1,5,15.673,91,21.458111,90,1.369113,0.000527,0.020382,0.02082,0.056084,0.009887,0.055557,0.47488,0.000039,0,0.278773,0.322651,0.982484,0.233379,0.982484,0.723315,0.991179,0.994461,0.994548,0.998948,0.989328,0.992965,0.993317,0.998346
rue_1000-117,1,1000,514308.465698,0.476837,4.853548,0.07,0.040552,0.040593,0.457277,4.886784,1.998,0.335744,12.221269,0.04,0.072597,0.095835,0.950109,5.38,0.053871,0,0,0.004339,0.001401,2.44949,0.0854,0.00196,-2.44949,0.1332,0.033313,2.44949,45.247478,0.008908,-2.449671,0.87108,0.22454,-0.783165,1.22,0.002305,1.937004,0.588318,0.010515,0.25,0.5,0.5,0.5,0.75,0.912,0.175,0.16,491.815154,0.94,0.000247,1.514267,1.511502,3.141246,0.910879,3.140998,0.602631,0.492685,0.496679,0.012352,0.389588,0.376179,0.693184,0.144998,0.680832,0.38545,1,0.375798,1,0.376179,1,0.376179,0.338,0.627,0.826,0.985063,0.014,0.513558,1,1000,0.000001,0,1029.719761,17.218644,0,0.504607,0.514345,1.375389,0.245921,1.375389,0.478124,1,1,5,13.848,92,20.363683,91,1.470514,0.000382,0.020698,0.0209,0.057345,0.009562,0.056963,0.457506,0.000041,0,0.293958,0.329447,0.972573,0.230331,0.972573,0.699143,0.992161,0.995512,0.995456,0.998978,0.990051,0.99353,0.993819,0.998471
rue_1000-118,1,1000,512900.003781,0.475056,5.327117,0.07,0.040574,0.040615,0.469049,4.346851,1.998,0.328961,9.281367,0.03,0.074801,0.104374,-2.497503,5.22,0.05169,0,0,0.006748,0.000226,68106966184.459,0.088,0.009,-2101199442146.05,0.1425,0.0275,5449355549118.24,45.17005,0.040556,-716233.129193,0.894454,0.204041,-0.706249,1.27,0.003764,1.792232,0.625746,0.014299,0.25,0.5,0.5,0.5,0.75,0.911,0.18,0.15,465.864225,0.93,0.002935,1.562854,1.571401,3.138755,0.902722,3.135819,0.574469,0.501501,0.509761,0.034846,0.387122,0.377875,0.70676,0.137582,0.671914,0.364094,2,0.37194,1,0.377875,1,0.377875,0.327,0.645,0.839,0.98961,0.016,0.5124,1,1000,0.000001,0,1027.84748,17.01487,0,0.504668,0.51341,1.394163,0.24456,1.394163,0.476345,3,1,6,16.693,107,24.743342,106,1.482259,0.000631,0.020507,0.020873,0.051273,0.009795,0.050642,0.469283,0.000041,0,0.301041,0.337597,0.989956,0.227104,0.989956,0.672707,0.989965,0.993077,0.993494,0.998926,0.989272,0.992963,0.993301,0.998274
rue_1000-119,1,1000,517107.775989,0.474972,5.892022,0.07,0.039828,0.039867,0.472875,2.172501,1.998,0.341661,4.369843,0.04,0.076072,0.110791,5.129648,4.03,0.05223,0,-0,0.007092,0.00003,-2.44949,0.0934,0.009308,-2.44949,0.183,0.051439,-2.44949,44.624936,0.051374,-2.449493,0.866551,0.227123,-0.817173,1.46,0.00236,2.180785,0.475022,0.012564,0.083333,0.5,0.5,0.5,0.916667,0.904,0.194,0.19,456.709156,0.93,0.000371,1.563216,1.568486,3.140319,0.914321,3.139948,0.582932,0.509404,0.489891,0.018642,0.392529,0.380883,0.693676,0.137178,0.675034,0.360159,1,0.380464,1,0.380883,1,0.380883,0.345,0.64,0.849,0.978847,0.018,0.511122,1,1000,0.000001,0,1034.759836,16.826062,0,0.508961,0.516863,1.371959,0.246162,1.371959,0.476262,2,1,5,13.388,80,18.43788,79,1.377194,0.000987,0.020041,0.020627,0.060984,0.009759,0.059997,0.473112,0.00004,0,0.290086,0.339916,0.984582,0.240012,0.984582,0.706091,0.991589,0.994973,0.995246,0.99904,0.989514,0.993244,0.99354,0.998392
