@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ubc_cheap numeric
@attribute ubc_all numeric
@attribute tspmeta numeric
@attribute eax_probing numeric

@data
rue_1500-637,1,0.96,16.68,3.97,2.805
rue_1500-638,1,0.99,17.07,4.1,2.8
rue_1500-639,1,1,15.7,3.6,2.78
rue_1500-64,1,1.09,17.49,4.13,2.945
rue_1500-640,1,1,19.18,3.86,2.785
rue_1500-641,1,1,15.7,3.67,2.74
rue_1500-642,1,1.06,17.57,3.52,2.83
rue_1500-643,1,1.29,19.28,4.38,2.805
rue_1500-644,1,1.2,20.55,3.93,2.815
rue_1500-645,1,1.21,13.53,3.8,2.85
rue_1500-646,1,1.15,16.96,3.36,2.9
rue_1500-647,1,1.11,17.47,3.88,2.845
rue_1500-648,1,0.99,15.73,3.72,2.735
rue_1500-649,1,0.98,12.49,4.08,2.75
rue_1500-65,1,1.12,21.24,4.06,2.885
rue_1500-650,1,0.94,16.25,4.43,2.855
rue_1500-651,1,1.04,17.85,3.79,2.92
rue_1500-652,1,0.59,15.95,4.1,2.73
rue_1500-653,1,1,13.28,3.86,2.745
rue_1500-654,1,0.94,16.35,3.57,2.825
rue_1500-655,1,0.94,13.51,3.51,2.825
rue_1500-656,1,1.12,16.22,3.46,2.9
rue_1500-657,1,0.91,16.83,3.48,2.69
rue_1500-658,1,1.09,14.68,3.57,2.78
rue_1500-659,1,0.72,15.01,3.46,2.785
rue_1500-66,1,1,17.84,3.6,2.845
rue_1500-660,1,1.15,11.85,3.93,2.75
rue_1500-661,1,0.85,18.47,3.66,2.85
rue_1500-662,1,0.76,18.14,3.9,2.845
rue_1500-663,1,0.78,16.52,3.5,2.895
rue_1500-664,1,1.29,17.06,4.02,2.955
rue_1500-665,1,0.96,13.22,3.61,2.805
rue_1500-666,1,1.13,16.74,3.94,2.72
rue_1500-667,1,0.95,15.66,3.47,2.835
rue_1500-668,1,0.81,13.28,3.63,2.725
rue_1500-669,1,1.05,17.91,3.48,2.86
rue_1500-67,1,0.98,13.46,3.89,2.905
rue_1500-670,1,1.05,14.37,4.1,2.78
rue_1500-671,1,1.01,14.82,3.92,2.805
rue_1500-672,1,0.95,19.52,3.77,2.83
rue_1500-673,1,1.07,17.72,4.19,2.79
rue_1500-674,1,1.06,16.26,3.73,2.835
rue_1500-675,1,0.98,12.87,4.24,2.81
rue_1500-676,1,1.04,15.11,3.72,2.73
rue_1500-677,1,0.83,16.18,4,2.87
rue_1500-678,1,0.8,14.94,3.8,2.79
rue_1500-679,1,0.94,18.9,3.5,2.795
rue_1500-68,1,1,16.79,4.07,2.91
rue_1500-680,1,0.88,19.34,3.51,2.85
rue_1500-681,1,0.84,23.42,3.6,2.875
rue_1500-682,1,0.82,13.28,3.62,2.85
rue_1500-683,1,0.98,14.37,3.53,2.835
rue_1500-684,1,0.77,18.56,3.73,2.71
rue_1500-685,1,1.03,21.71,3.9,2.84
rue_1500-686,1,1.09,19.03,3.86,2.785
rue_1500-687,1,1.16,14.97,3.78,2.735
rue_1500-688,1,1.22,16.3,3.29,2.87
rue_1500-689,1,1.02,13.77,4.31,2.865
rue_1500-69,1,0.98,16.47,4.07,2.855
rue_1500-690,1,1.14,14.86,4.55,2.79
rue_1500-691,1,1.28,15.91,3.61,2.84
rue_1500-692,1,1.09,15.75,3.73,2.7
rue_1500-693,1,1.17,16.26,3.58,2.79
rue_1500-694,1,0.91,16.49,4.42,2.86
rue_1500-695,1,1.05,17.93,3.95,2.88
rue_1500-696,1,1.18,16.75,3.75,2.775
rue_1500-697,1,0.99,14.05,3.79,2.79
rue_1500-698,1,1.09,18.66,4.1,2.875
rue_1500-699,1,1.05,10.77,3.51,2.815
rue_1500-7,1,0.81,13.11,4.16,2.86
rue_1500-70,1,1,14,3.53,2.83
rue_1500-700,1,1.03,17.02,4.08,2.665
rue_1500-701,1,1.25,18.07,3.76,2.775
rue_1500-702,1,1.13,15.58,3.69,2.765
rue_1500-703,1,1.17,19.46,3.55,2.78
rue_1500-704,1,1.13,22.48,3.45,2.85
rue_1500-705,1,1.17,15.84,3.5,2.765
rue_1500-706,1,1.24,16.05,3.49,2.82
rue_1500-707,1,1.03,16.95,3.29,2.935
rue_1500-708,1,1.03,23.1,3.45,2.86
rue_1500-709,1,1,12.89,3.82,2.8
rue_1500-71,1,1.29,16.55,3.64,2.775
rue_1500-710,1,1.11,17.2,4.17,2.93
rue_1500-711,1,0.86,14.59,3.93,2.835
rue_1500-712,1,1,15.06,3.51,2.675
rue_1500-713,1,0.83,15.24,3.8,2.78
rue_1500-714,1,0.84,18.38,3.94,2.68
rue_1500-715,1,0.84,17.72,3.51,2.865
rue_1500-716,1,0.69,15.36,3.39,2.835
rue_1500-717,1,0.89,20.74,3.52,2.84
rue_1500-718,1,0.94,13.75,3.67,2.88
rue_1500-719,1,0.97,16.51,3.6,2.81
rue_1500-72,1,0.84,18.68,3.56,2.945
rue_1500-720,1,1.01,18.68,3.4,2.775
rue_1500-721,1,1.05,15.83,3.77,2.825
rue_1500-722,1,1.1,20.81,3.87,2.815
rue_1500-723,1,0.91,21.63,3.67,2.83
rue_1500-724,1,0.95,16.76,4.37,2.87
rue_1500-725,1,0.86,18.36,4.3,2.93
rue_1500-726,1,1.29,16.55,4.28,2.82
rue_1500-727,1,1.03,16.02,4.48,2.91
rue_1500-728,1,1,17.49,4.17,2.79
rue_1500-729,1,0.92,18.03,4.68,2.805
rue_1500-73,1,0.93,17.48,3.64,2.77
rue_1500-730,1,1.1,11.05,3.78,2.855
rue_1500-731,1,0.81,20.04,3.73,2.85
rue_1500-732,1,0.83,17.48,3.51,2.875
rue_1500-733,1,1.06,16.32,3.44,2.805
rue_1500-734,1,1.1,18.63,3.38,2.82
rue_1500-735,1,0.98,15.55,3.42,2.85
rue_1500-736,1,1.17,17.44,3.28,2.78
rue_1500-737,1,1.16,18.8,3.36,2.675
rue_1500-738,1,0.94,15.37,3.74,2.855
rue_1500-739,1,0.96,17.97,3.48,2.855
rue_1500-74,1,0.94,17.27,3.78,2.915
rue_1500-740,1,1.1,18.73,4.06,2.875
rue_1500-741,1,0.81,21.03,3.32,2.83
rue_1500-742,1,1.02,17.24,3.89,2.825
rue_1500-743,1,0.88,18.57,3.76,2.82
rue_1500-744,1,0.73,19.58,3.6,2.83
rue_1500-745,1,0.63,18.65,3.5,2.755
rue_1500-746,1,1.01,18.82,3.55,2.825
rue_1500-747,1,1.19,15.25,3.54,2.81
rue_1500-748,1,1.14,12.86,3.62,2.865
rue_1500-749,1,1.05,15.94,3.96,2.655
rue_1500-75,1,0.82,17.24,3.79,2.805
rue_1500-750,1,0.99,22.78,4.33,2.72
rue_1500-751,1,1.07,13.7,4.3,2.68
rue_1500-752,1,1.04,16.22,4.19,2.71
rue_1500-753,1,1.07,14.76,4.06,2.825
rue_1500-754,1,1.13,16.18,3.77,2.825
rue_1500-755,1,1.05,20.44,3.97,2.78
rue_1500-756,1,0.94,18.11,3.65,2.82
rue_1500-757,1,1.1,16.6,3.68,2.885
rue_1500-758,1,0.94,18.77,3.81,2.845
rue_1500-759,1,0.96,11.17,3.6,2.795
rue_1500-76,1,1.66,15.74,3.68,2.835
rue_1500-760,1,0.86,20.63,3.87,2.9
rue_1500-761,1,0.96,16.49,4.08,2.765
rue_1500-762,1,0.89,16.72,4.37,2.85
rue_1500-763,1,0.95,16.05,4.36,2.815
rue_1500-764,1,0.93,17.57,4.26,2.785
rue_1500-765,1,0.72,18.95,4.38,2.805
rue_1500-766,1,1.04,12.71,4.13,2.88
rue_1500-767,1,0.68,20,3.94,2.855
rue_1500-768,1,1.02,15.17,3.27,2.865
rue_1500-769,1,1.01,17.36,3.57,2.795
rue_1500-77,1,1.04,17.33,3.56,2.69
rue_1500-770,1,0.9,15.23,3.37,2.835
rue_1500-771,1,1.02,15.57,3.59,2.765
rue_1500-772,1,1.17,14.7,3.96,2.78
rue_1500-773,1,1.23,14.89,3.83,2.745
rue_1500-774,1,0.99,17.26,3.68,2.87
rue_1500-775,1,0.97,15.81,3.58,2.78
rue_1500-776,1,1.17,17.37,3.49,2.74
rue_1500-777,1,1,18.4,3.83,2.845
rue_1500-778,1,1.02,20.53,3.54,2.74
rue_1500-779,1,1.27,15.96,4.47,2.605
rue_1500-78,1,0.94,14.73,3.65,2.87
rue_1500-780,1,1.13,17.08,4.04,2.87
rue_1500-781,1,0.91,17.63,3.42,2.73
rue_1500-782,1,1.22,12.67,3.99,2.745
rue_1500-783,1,0.92,17.87,3.7,2.865
rue_1500-784,1,1.06,12.25,3.75,2.805
rue_1500-785,1,0.98,18.31,3.92,2.77
rue_1500-786,1,1.03,15.3,3.54,2.86
rue_1500-787,1,1.19,17.23,4.22,2.77
rue_1500-788,1,1.02,17.18,4.22,2.77
rue_1500-789,1,0.97,17.93,4.01,2.81
rue_1500-79,1,0.97,11.81,4.19,2.8
rue_1500-790,1,1.26,13.38,4.32,2.865
rue_1500-791,1,1.12,21.15,3.86,2.9
rue_1500-792,1,1,15.61,4.52,2.885
rue_1500-793,1,1.05,18.27,3.36,2.825
rue_1500-794,1,1.25,17.57,3.9,2.74
rue_1500-795,1,1.05,16.41,3.55,2.78
rue_1500-796,1,1.32,18.12,3.51,2.825
rue_1500-797,1,0.99,15.83,3.75,2.86
rue_1500-798,1,0.93,18.66,4.09,2.77
rue_1500-799,1,0.93,15.89,4.01,2.795
rue_1500-8,1,1.23,12.75,3.86,2.745
rue_1500-80,1,0.99,12.61,3.77,2.855
rue_1500-800,1,1.05,16.83,3.83,2.915
rue_1500-801,1,0.93,17.65,3.81,2.89
rue_1500-802,1,1.17,15.58,3.65,2.83
rue_1500-803,1,0.9,17.6,3.94,2.835
rue_1500-804,1,1.01,19.31,3.8,2.875
rue_1500-805,1,0.94,14.62,4.01,2.825
rue_1500-806,1,0.95,15.85,3.78,2.85
rue_1500-807,1,1.31,16.72,4,2.83
rue_1500-808,1,0.73,12.7,3.62,2.74
rue_1500-809,1,0.99,17.78,3.75,2.745
rue_1500-81,1,1.09,14.72,3.87,2.83
rue_1500-810,1,0.8,17.19,4.22,2.86
rue_1500-811,1,1.06,16.5,3.51,2.8
rue_1500-812,1,1,15.92,4.07,2.82
rue_1500-813,1,1.25,17.82,3.53,2.78
rue_1500-814,1,0.98,15.09,3.57,2.87
rue_1500-815,1,0.98,12.93,4.2,2.765
rue_1500-816,1,0.97,20.81,3.7,2.875
rue_1500-817,1,1.1,19.04,3.88,2.835
rue_1500-818,1,1.09,13.82,3.89,2.91
rue_1500-819,1,1.35,14.17,3.89,2.925
rue_1500-82,1,0.98,19.32,3.8,2.755
rue_1500-820,1,1,18.36,4.23,2.91
rue_1500-821,1,1,15.87,4.05,2.91
rue_1500-822,1,0.97,14.9,3.75,2.785
rue_1500-823,1,1.06,16.31,4.05,2.745
rue_1500-824,1,0.88,20.67,3.47,2.725
rue_1500-825,1,0.98,17.06,3.57,2.84
rue_1500-826,1,1.05,12.44,3.33,2.715
rue_1500-827,1,0.78,11.2,4.13,2.77
rue_1500-828,1,1.08,14.02,3.41,2.83
rue_1500-829,1,0.94,14.15,3.76,2.75
rue_1500-83,1,0.94,18.57,3.49,2.8
rue_1500-830,1,1.09,16.2,3.44,2.79
rue_1500-831,1,1.13,18.93,4.22,2.78
rue_1500-832,1,1.09,14.38,3.93,2.78
rue_1500-833,1,1.03,20.16,4.25,2.765
rue_1500-834,1,0.87,16.53,3.74,2.775
rue_1500-835,1,1.31,13.9,3.88,2.78
rue_1500-836,1,0.7,16.23,3.87,2.82
rue_1500-837,1,0.99,17.99,3.66,2.81
rue_1500-838,1,1.02,19.79,3.86,2.835
rue_1500-839,1,0.98,11.41,3.72,2.77
rue_1500-84,1,1.01,18.68,3.46,2.905
rue_1500-840,1,0.78,16.2,3.68,2.78
rue_1500-841,1,1.28,11.11,3.7,2.89
rue_1500-842,1,1.07,18.56,3.6,2.705
rue_1500-843,1,1.14,12.52,3.41,2.79
rue_1500-844,1,1.03,15.52,3.66,2.79
rue_1500-845,1,1,18.72,3.66,2.88
rue_1500-846,1,1.14,14.89,3.72,2.69
rue_1500-847,1,1.29,14.21,3.5,2.845
rue_1500-848,1,0.94,15.81,3.81,2.85
rue_1500-849,1,1.1,20.49,3.82,2.88
rue_1500-85,1,1.04,17.44,3.89,2.755
rue_1500-850,1,1.01,16.22,4.12,2.795
rue_1500-851,1,0.89,19.61,3.89,2.87
rue_1500-852,1,0.9,12.43,3.88,2.745
rue_1500-853,1,1.1,16.68,4.01,2.8
rue_1500-854,1,1.13,16.77,3.51,2.86
rue_1500-855,1,0.99,15.71,3.33,2.765
rue_1500-856,1,1.16,17.02,4.1,2.775
rue_1500-857,1,1,20.65,3.76,2.77
rue_1500-858,1,0.95,17.79,4.15,2.83
rue_1500-859,1,1.14,13.54,4.1,2.865
rue_1500-86,1,1.02,17.75,4,2.75
rue_1500-860,1,0.99,17.54,4.43,2.825
rue_1500-861,1,1.21,16.67,4.29,2.845
rue_1500-862,1,0.99,15.96,4.24,2.745
rue_1500-863,1,1.22,17.95,4.17,2.82
rue_1500-864,1,1.21,21.46,3.69,2.905
rue_1500-865,1,1.22,14.81,4.01,2.79
rue_1500-866,1,0.93,16.82,3.62,2.765
rue_1500-867,1,1.29,21.5,3.87,2.89
rue_1500-868,1,1.02,14.83,3.65,2.785
rue_1500-869,1,1.06,18.67,4.15,2.82
rue_1500-87,1,0.99,16.87,4.06,2.87
rue_1500-870,1,1.1,18.45,3.61,2.905
rue_1500-871,1,0.98,15.45,3.82,2.88
rue_1500-872,1,1.13,15.14,4.53,2.845
rue_1500-873,1,0.95,15,4.24,2.78
rue_1500-874,1,0.97,21.71,4.17,2.85
rue_1500-875,1,0.9,18.61,4.14,2.925
rue_1500-876,1,1.41,17.51,4.19,2.735
rue_1500-877,1,0.93,19.47,4.04,2.86
rue_1500-878,1,1.02,12.75,3.83,2.775
rue_1500-879,1,0.93,16.66,3.74,2.82
rue_1500-88,1,0.99,18.5,3.48,2.825
rue_1500-880,1,0.95,15.57,3.85,2.835
rue_1500-881,1,0.91,17.45,4.15,2.69
rue_1500-882,1,1.01,15.69,4.06,2.785
rue_1500-883,1,0.87,16.27,3.89,2.81
rue_1500-884,1,1.03,17.78,4.02,2.845
rue_1500-885,1,1.09,18.17,3.84,2.725
rue_1500-886,1,0.96,12.46,3.41,2.63
rue_1500-887,1,0.75,20.03,3.57,2.85
rue_1500-888,1,1.15,19.19,3.47,2.74
rue_1500-889,1,1.01,20.56,3.54,2.88
rue_1500-89,1,0.96,15.61,4.22,2.77
rue_1500-890,1,0.99,13.3,4.37,2.83
rue_1500-891,1,1.01,19.08,4.05,2.85
rue_1500-892,1,0.99,18.75,4.11,2.785
rue_1500-893,1,0.95,16.02,3.95,2.72
rue_1500-894,1,1.17,16.33,4.56,2.815
rue_1500-895,1,0.94,14.67,3.93,2.95
rue_1500-896,1,0.96,16.19,4.27,2.69
rue_1500-897,1,1.04,17.21,4.91,2.785
rue_1500-898,1,1.24,16.41,4.36,2.83
rue_1500-899,1,1.02,18.25,4.32,2.74
rue_1500-9,1,0.97,14.7,3.7,2.7
rue_1500-90,1,0.97,17.58,3.64,2.88
rue_1500-900,1,0.98,17.56,3.58,2.83
rue_1500-901,1,1.06,13.85,3.72,2.775
rue_1500-902,1,1.31,19.83,4.19,2.805
rue_1500-903,1,1.11,16.34,3.92,2.82
rue_1500-904,1,1.26,17.81,3.89,2.69
rue_1500-905,1,1.28,22.42,3.94,2.73
rue_1500-906,1,1.31,21.69,3.53,2.88
rue_1500-907,1,1.35,18.02,3.94,2.885
rue_1500-908,1,1.11,20.34,3.44,2.815
rue_1500-909,1,0.98,16.96,4.37,2.715
rue_1500-91,1,0.93,12.78,4.24,2.87
rue_1500-910,1,1.01,17.27,4.52,2.8
rue_1500-911,1,1.04,18.43,3.97,2.76
rue_1500-912,1,0.97,19.85,3.38,2.74
rue_1500-913,1,0.96,16.55,3.4,2.805
rue_1500-914,1,1.05,16.72,4.04,2.81
rue_1500-915,1,1.22,16.47,3.77,2.905
rue_1500-916,1,1.07,14.4,4.01,2.81
rue_1500-917,1,0.95,15.83,3.78,2.84
rue_1500-918,1,0.73,20.62,3.92,2.9
rue_1500-919,1,0.76,12.58,3.79,2.745
rue_1500-92,1,0.93,17.73,3.46,2.85
rue_1500-920,1,0.96,11.98,4.04,2.81
rue_1500-921,1,0.87,11.4,3.72,2.75
rue_1500-922,1,0.84,13.57,3.77,2.75
rue_1500-923,1,0.88,15.29,3.7,2.77
rue_1500-924,1,0.79,20.53,3.39,2.745
rue_1500-925,1,1.04,20.85,4.05,2.795
rue_1500-926,1,0.94,16.8,3.76,2.825
rue_1500-927,1,0.93,23.29,4.26,2.825
rue_1500-928,1,0.98,16.13,3.76,2.69
rue_1500-929,1,1.08,20.69,4,2.78
rue_1500-93,1,0.93,14.5,4.42,2.715
rue_1500-930,1,1,22.79,4.06,2.915
rue_1500-931,1,0.93,14.16,4.18,2.83
rue_1500-932,1,1.18,13.82,4.15,2.93
rue_1500-933,1,0.93,17.11,4,2.835
rue_1500-934,1,0.95,18.38,3.83,2.885
rue_1500-935,1,1.02,14.19,4.37,2.8
rue_1500-936,1,0.96,15.77,4.44,2.845
rue_1500-937,1,0.8,18.1,4.17,2.86
rue_1500-938,1,0.94,14.57,4.08,2.79
rue_1500-939,1,0.87,15.6,4.17,2.835
rue_1500-94,1,1.46,18.82,4.52,2.795
rue_1500-940,1,0.85,14.55,4.43,2.83
rue_1500-941,1,1.12,15.98,3.96,2.86
rue_1500-942,1,0.97,16.99,3.75,2.84
rue_1500-943,1,1,16.67,3.79,2.75
rue_1500-944,1,0.93,17.88,3.51,2.835
rue_1500-945,1,1.07,19.74,3.58,2.84
rue_1500-946,1,1.15,14.69,3.91,2.89
rue_1500-947,1,1.09,11.64,4.46,2.795
rue_1500-948,1,0.95,18.92,4.53,2.82
rue_1500-949,1,1.23,21.81,4.93,2.87
rue_1500-95,1,1.26,14.34,3.77,2.84
rue_1500-950,1,1.06,16.14,4.49,2.79
rue_1500-951,1,1.06,19.45,5.23,2.81
rue_1500-952,1,1.48,18.2,4.59,2.62
rue_1500-953,1,1,15.62,4.9,2.82
rue_1500-954,1,0.93,14.8,4.65,2.88
rue_1500-955,1,1.11,16.07,4.56,2.84
rue_1500-956,1,1.05,15.28,4.39,2.795
rue_1500-957,1,1.21,19,3.65,2.88
rue_1500-958,1,0.98,14.95,3.43,2.775
rue_1500-959,1,1.07,10.05,3.58,2.77
rue_1500-96,1,1.06,18.02,3.29,2.805
rue_1500-960,1,0.97,14.69,3.96,2.78
rue_1500-961,1,1.02,14.35,3.94,2.9
rue_1500-962,1,0.97,14.6,4.17,2.85
rue_1500-963,1,0.96,18.1,3.8,2.825
rue_1500-964,1,0.94,19.01,4.18,2.84
rue_1500-965,1,1.43,11.82,3.3,2.855
rue_1500-966,1,1.16,16.63,3.67,2.725
rue_1500-967,1,0.99,13.68,3.91,2.75
rue_1500-968,1,0.99,17.02,3.98,2.845
rue_1500-969,1,0.97,12.88,3.56,2.75
rue_1500-97,1,1.02,14.85,3.86,2.72
rue_1500-970,1,1.37,15.39,3.66,2.915
rue_1500-971,1,1.14,15.86,3.79,2.865
rue_1500-972,1,0.99,15.6,4.33,2.765
rue_1500-973,1,1.3,16.72,3.78,2.79
rue_1500-974,1,0.96,12.67,4.06,2.775
rue_1500-975,1,1.07,15.37,3.58,2.76
rue_1500-976,1,0.97,17.75,3.49,2.82
rue_1500-977,1,1.02,11.06,3.83,2.79
rue_1500-978,1,1.11,13.06,3.44,2.79
rue_1500-979,1,0.96,18.52,3.42,2.88
rue_1500-98,1,1.12,16.92,3.62,2.79
rue_1500-980,1,1.03,17.35,3.63,2.755
rue_1500-981,1,0.83,18.26,4.08,2.825
rue_1500-982,1,0.91,12.12,3.93,2.855
rue_1500-983,1,0.95,20.36,4.23,2.82
rue_1500-984,1,1.13,20.85,4.16,2.88
rue_1500-985,1,0.93,18.28,4.22,2.885
rue_1500-986,1,1.03,12.65,3.78,2.835
rue_1500-987,1,1.22,16.77,3.69,2.815
rue_1500-988,1,1.02,15.9,3.95,2.755
rue_1500-989,1,1.04,16.27,4.15,2.755
rue_1500-99,1,1.08,16.27,3.37,2.685
rue_1500-990,1,1.32,19.07,3.16,2.775
rue_1500-991,1,0.88,13.95,3.44,2.82
rue_1500-992,1,0.96,14.55,3.51,2.79
rue_1500-993,1,1.17,16.82,3.47,2.76
rue_1500-994,1,1.09,14.85,3.89,2.825
rue_1500-995,1,0.98,18.45,3.68,2.72
rue_1500-996,1,1.04,18.84,3.66,2.815
rue_1500-997,1,1,16.89,3.75,2.755
rue_1500-998,1,1.13,14.18,3.85,2.685
rue_1500-999,1,1.05,17.03,3.81,2.85
rue_2000-1,1,1.17,38.27,4.29,3.84
rue_2000-10,1,1.6,44.78,4.52,3.975
rue_2000-100,1,1.21,36.52,4.12,3.87
rue_2000-1000,1,1.3,30.02,4.36,3.96
rue_2000-101,1,1.23,32.9,3.91,4.02
rue_2000-102,1,1.18,29.98,4.55,3.905
rue_2000-103,1,1.02,39.63,4.72,4.03
rue_2000-104,1,1.16,25.89,3.94,4.02
rue_2000-105,1,0.95,42.55,4.1,3.92
rue_2000-106,1,0.72,35.13,3.92,3.9
rue_2000-107,1,0.82,34.73,4.26,3.97
rue_2000-108,1,0.99,30.62,4.2,3.9
rue_2000-109,1,1,42.41,3.9,3.93
rue_2000-11,1,1.27,30.66,3.67,3.85
rue_2000-110,1,1.09,34.84,4.29,3.87
rue_2000-111,1,1.09,40.01,4.02,3.935
rue_2000-112,1,0.81,47.52,4.48,3.89
rue_2000-113,1,1.15,29.75,4.34,4.045
rue_2000-114,1,1.93,37.16,4.13,3.84
rue_2000-115,1,1.31,33.13,3.91,3.94
rue_2000-116,1,1.14,38.89,4.12,3.96
rue_2000-117,1,1.81,30.97,4.1,3.95
rue_2000-118,1,1.2,35.68,3.95,3.92
rue_2000-119,1,1.46,38.31,3.83,4.005
rue_2000-12,1,1.24,28.83,3.79,3.9
rue_2000-120,1,1.52,32.29,3.85,3.715
rue_2000-121,1,1.27,45.64,3.78,3.98
rue_2000-122,1,1.24,40.9,3.77,3.855
rue_2000-123,1,1.16,33.52,4.01,3.87
rue_2000-124,1,1.07,26.31,4.08,4.035
rue_2000-125,1,1.46,40.66,4.06,3.955
rue_2000-126,1,1.18,35.99,3.9,4.04
rue_2000-127,1,1.33,42.77,4.06,4.01
rue_2000-128,1,0.8,32.6,4.22,3.805
rue_2000-129,1,0.82,36.41,4.02,3.79
rue_2000-13,1,1.22,25.61,4.21,3.925
rue_2000-130,1,1.1,27.41,3.93,3.855
rue_2000-131,1,1.18,37.88,3.75,3.915
rue_2000-132,1,0.93,36.6,4.21,3.935
rue_2000-133,1,1.16,32.3,3.96,3.96
rue_2000-134,1,0.83,37.25,4.28,3.945
rue_2000-135,1,1.2,30.91,3.92,3.9
rue_2000-136,1,1.24,37.25,3.74,3.885
rue_2000-137,1,1.25,43.18,3.91,3.895
rue_2000-138,1,1.21,38,4.01,3.92
rue_2000-139,1,1.21,29.17,4.19,3.705
rue_2000-14,1,1.17,37.3,4.28,4.02
rue_2000-140,1,1.14,38.98,4.46,4.08
rue_2000-141,1,1.17,36.87,4.12,3.835
rue_2000-142,1,1.16,33.85,4.15,4.115
rue_2000-143,1,1.16,32.05,3.98,3.915
rue_2000-144,1,1.13,33.95,3.96,3.825
rue_2000-145,1,1.3,41.41,3.83,3.99
rue_2000-146,1,1.18,33.29,4.04,3.845
rue_2000-147,1,1.23,38.19,4.34,3.95
rue_2000-148,1,1.17,25.94,4.78,3.96
rue_2000-149,1,1.17,40.26,4.98,3.955
rue_2000-15,1,1,32.29,4.4,3.94
rue_2000-150,1,1.31,37.6,4.65,4.115
rue_2000-151,1,1.26,36.7,4.17,3.995
rue_2000-152,1,1.27,36.65,4.58,3.855
rue_2000-153,1,1.27,29.52,3.92,3.915
rue_2000-154,1,1.43,38.72,4.16,3.855
rue_2000-155,1,1.34,30.42,3.81,4.005
rue_2000-156,1,1.26,32.81,4.34,3.905
rue_2000-157,1,1.01,31.28,4.08,3.865
rue_2000-158,1,1.06,32.55,4.09,3.845
rue_2000-159,1,1.03,41.1,4.33,3.815
rue_2000-16,1,1.14,43.69,4.9,3.91
rue_2000-160,1,0.99,29.84,4.49,3.835
rue_2000-161,1,0.99,34.06,4.55,3.94
rue_2000-162,1,1.04,30.87,3.91,3.835
rue_2000-163,1,1.02,29.63,4.13,4.045
rue_2000-164,1,1.03,49.31,4.5,4.03
rue_2000-165,1,1.01,30.81,4.27,3.975
rue_2000-166,1,1.01,36.86,3.9,3.735
rue_2000-167,1,1.14,30.15,4.59,4.015
rue_2000-168,1,1.18,42.57,4.89,3.83
rue_2000-169,1,1.16,32.44,5.39,3.755
rue_2000-17,1,1.13,31.29,4.67,3.995
rue_2000-170,1,1.14,40.22,4.98,3.84
rue_2000-171,1,1.15,47.29,5.27,4.09
rue_2000-172,1,1.29,33.35,4.1,3.8
rue_2000-173,1,1.13,32.73,4.26,3.885
rue_2000-174,1,1.2,32.67,4.25,3.955
rue_2000-175,1,1.06,33.26,3.91,3.9
rue_2000-176,1,0.89,36.63,4.05,3.98
rue_2000-177,1,1.19,26.75,4.11,3.84
rue_2000-178,1,1.26,41.59,3.9,3.92
rue_2000-179,1,1.21,40.45,4.38,4.045
rue_2000-18,1,1.2,36.16,3.66,3.87
rue_2000-180,1,1.24,28.1,4.48,3.87
rue_2000-181,1,1.29,37.59,4.26,3.88
rue_2000-182,1,1.11,28.49,4.24,3.9
rue_2000-183,1,1.4,29.58,3.99,3.985
rue_2000-184,1,1.44,42.21,4.27,4.005
rue_2000-185,1,1.11,42.78,4.44,3.935
rue_2000-186,1,0.91,39.19,4.27,3.975
rue_2000-187,1,0.76,31.5,4.34,4.145
rue_2000-188,1,1.33,41.6,4.18,3.96
rue_2000-189,1,1.33,36.27,3.93,3.875
rue_2000-19,1,0.95,41.05,4.16,3.905
rue_2000-190,1,1.24,30.79,3.88,3.86
rue_2000-191,1,1.16,34.11,3.92,3.965
rue_2000-192,1,1.15,29.99,4.05,3.835
rue_2000-193,1,0.86,27.73,4.27,3.875
rue_2000-194,1,0.98,32.99,4.19,3.99
rue_2000-195,1,1.56,33.89,4.68,3.945
rue_2000-196,1,1.3,38.42,4.3,3.975
rue_2000-197,1,1.01,32.06,4.93,3.92
rue_2000-198,1,1.02,29.85,4.58,3.93
rue_2000-199,1,1.13,25.6,4.51,3.945
rue_2000-2,1,0.79,28.56,4.16,3.85
rue_2000-20,1,0.87,32.79,3.95,3.93
rue_2000-200,1,1.19,31.6,3.77,3.82
rue_2000-201,1,1.56,24.19,3.92,3.935
rue_2000-202,1,1.23,35.79,3.95,3.91
rue_2000-203,1,0.97,28.91,4.6,3.865
rue_2000-204,1,1.01,26.44,4.55,3.83
rue_2000-205,1,1.51,42.96,4.22,3.915
rue_2000-206,1,1.39,40.56,4.56,3.98
rue_2000-207,1,1.12,37.47,4.46,3.725
rue_2000-208,1,1.35,41.39,4.34,3.845
rue_2000-209,1,1.54,38.67,4.23,3.97
rue_2000-21,1,1.41,37.34,4.33,3.865
rue_2000-210,1,1.05,28.79,3.79,3.915
rue_2000-211,1,1.08,35.03,4.05,3.925
rue_2000-212,1,1.02,39.25,3.88,3.955
rue_2000-213,1,1.45,34.17,3.89,4.035
rue_2000-214,1,1.4,29.77,4.06,3.94
rue_2000-215,1,1.22,37.06,3.86,3.88
rue_2000-216,1,1.1,36.22,3.99,3.885
rue_2000-217,1,1.22,40.51,4.59,3.855
rue_2000-218,1,1.49,33.22,4.15,3.975
rue_2000-219,1,1.21,27.96,3.89,3.895
